descriptor	name	description	type
ExtendedTopochemicalAtom	ETA_Beta_s	A measure of electronegative atom count of the molecule	2D
ExtendedTopochemicalAtom	ETA_BetaP_s	A measure of electronegative atom count of the molecule relative to molecular size	2D
ExtendedTopochemicalAtom	ETA_Beta_ns	A measure of electron-richness of the molecule	2D
ExtendedTopochemicalAtom	ETA_BetaP_ns	A measure of electron-richness of the molecule relative to molecular size	2D
ExtendedTopochemicalAtom	ETA_dBeta	A measure of relative unsaturation content	2D
ExtendedTopochemicalAtom	ETA_dBetaP	A measure of relative unsaturation content relative to molecular size	2D
ExtendedTopochemicalAtom	ETA_Beta_ns_d	A measure of lone electrons entering into resonance	2D
ExtendedTopochemicalAtom	ETA_BetaP_ns_d	A measure of lone electrons entering into resonance relative to molecular size	2D
ExtendedTopochemicalAtom	ETA_Eta	Composite index Eta	2D
ExtendedTopochemicalAtom	ETA_EtaP	Composite index Eta relative to molecular size	2D
ExtendedTopochemicalAtom	ETA_Eta_R	Composite index Eta for reference alkane	2D
ExtendedTopochemicalAtom	ETA_Eta_F	Functionality index EtaF	2D
ExtendedTopochemicalAtom	ETA_EtaP_F	Functionality index EtaF relative to molecular size	2D
ExtendedTopochemicalAtom	ETA_Eta_L	Local index Eta_local	2D
ExtendedTopochemicalAtom	ETA_EtaP_L	Local index Eta_local relative to molecular size	2D
ExtendedTopochemicalAtom	ETA_Eta_R_L	Local index Eta_local for reference alkane	2D
ExtendedTopochemicalAtom	ETA_Eta_F_L	Local functionality contribution EtaF_local	2D
ExtendedTopochemicalAtom	ETA_EtaP_F_L	Local functionality contribution EtaF_local relative to molecular size	2D
ExtendedTopochemicalAtom	ETA_Eta_B	Branching index EtaB	2D
ExtendedTopochemicalAtom	ETA_EtaP_B	Branching index EtaB relative to molecular size	2D
ExtendedTopochemicalAtom	ETA_Eta_B_RC	Branching index EtaB (with ring correction)	2D
ExtendedTopochemicalAtom	ETA_EtaP_B_RC	Branching index EtaB (with ring correction) relative to molecular size	2D
FMF	FMF	Complexity of a molecule	2D
FragmentComplexity	fragC	Complexity of a system	2D
HBondAcceptorCount	nHBAcc	Number of hydrogen bond acceptors (using CDK HBondAcceptorCountDescriptor algorithm)	2D
HBondAcceptorCount	nHBAcc2	"Number of hydrogen bond acceptors (any oxygen	 any nitrogen where the formal charge of the nitrogen is non-positive (i.e. formal charge <= 0) except a non-aromatic nitrogen that is adjacent to an oxygen and aromatic ring, or an aromatic nitrogen with a hydrogen atom in a ring, or an aromatic nitrogen with 3 neighouring atoms in a ring, or a nitrogen with total bond order >=4	 any fluorine)"	2D
HBondAcceptorCount	nHBAcc3	"Number of hydrogen bond acceptors (any oxygen	 any nitrogen where the formal charge of the nitrogen is non-positive (i.e. formal charge <= 0) except a non-aromatic nitrogen that is adjacent to an oxygen and aromatic ring, or an aromatic nitrogen with a hydrogen atom in a ring, or an aromatic nitrogen with 3 neighouring atoms in a ring, or a nitrogen with total bond order >=4, or a nitrogen in an amide bond	 any fluorine)"	2D
HBondAcceptorCount	nHBAcc_Lipinski	"Number of hydrogen bond acceptors (using Lipinski's definition: any nitrogen	 any oxygen)"	2D
HBondDonorCount	nHBDon	Number of hydrogen bond donors (using CDK HBondDonorCountDescriptor algorithm)	2D
HBondDonorCount	nHBDon_Lipinski	Number of hydrogen bond donors (using Lipinski's definition: Any OH or NH. Each available hydrogen atom is counted as one hydrogen bond donor)	2D
HybridizationRatio	HybRatio	Fraction of sp3 carbons to sp2 carbons	2D
InformationContent	IC0	Information content index (neighborhood symmetry of 0-order)	2D
InformationContent	IC1	Information content index (neighborhood symmetry of 1-order)	2D
InformationContent	IC2	Information content index (neighborhood symmetry of 2-order)	2D
InformationContent	IC3	Information content index (neighborhood symmetry of 3-order)	2D
InformationContent	IC4	Information content index (neighborhood symmetry of 4-order)	2D
InformationContent	IC5	Information content index (neighborhood symmetry of 5-order)	2D
InformationContent	TIC0	Total information content index (neighborhood symmetry of 0-order)	2D
InformationContent	TIC1	Total information content index (neighborhood symmetry of 1-order)	2D
InformationContent	TIC2	Total information content index (neighborhood symmetry of 2-order)	2D
InformationContent	TIC3	Total information content index (neighborhood symmetry of 3-order)	2D
InformationContent	TIC4	Total information content index (neighborhood symmetry of 4-order)	2D
InformationContent	TIC5	Total information content index (neighborhood symmetry of 5-order)	2D
InformationContent	SIC0	Structural information content index (neighborhood symmetry of 0-order)	2D
InformationContent	SIC1	Structural information content index (neighborhood symmetry of 1-order)	2D
InformationContent	SIC2	Structural information content index (neighborhood symmetry of 2-order)	2D
InformationContent	SIC3	Structural information content index (neighborhood symmetry of 3-order)	2D
InformationContent	SIC4	Structural information content index (neighborhood symmetry of 4-order)	2D
InformationContent	SIC5	Structural information content index (neighborhood symmetry of 5-order)	2D
InformationContent	CIC0	Complementary information content index (neighborhood symmetry of 0-order)	2D
InformationContent	CIC1	Complementary information content index (neighborhood symmetry of 1-order)	2D
InformationContent	CIC2	Complementary information content index (neighborhood symmetry of 2-order)	2D
InformationContent	CIC3	Complementary information content index (neighborhood symmetry of 3-order)	2D
InformationContent	CIC4	Complementary information content index (neighborhood symmetry of 4-order)	2D
InformationContent	CIC5	Complementary information content index (neighborhood symmetry of 5-order)	2D
InformationContent	BIC0	Bond information content index (neighborhood symmetry of 0-order)	2D
InformationContent	BIC1	Bond information content index (neighborhood symmetry of 1-order)	2D
InformationContent	BIC2	Bond information content index (neighborhood symmetry of 2-order)	2D
InformationContent	BIC3	Bond information content index (neighborhood symmetry of 3-order)	2D
InformationContent	BIC4	Bond information content index (neighborhood symmetry of 4-order)	2D
InformationContent	BIC5	Bond information content index (neighborhood symmetry of 5-order)	2D
InformationContent	MIC0	Modified information content index (neighborhood symmetry of 0-order)	2D
InformationContent	MIC1	Modified information content index (neighborhood symmetry of 1-order)	2D
InformationContent	MIC2	Modified information content index (neighborhood symmetry of 2-order)	2D
InformationContent	MIC3	Modified information content index (neighborhood symmetry of 3-order)	2D
InformationContent	MIC4	Modified information content index (neighborhood symmetry of 4-order)	2D
InformationContent	MIC5	Modified information content index (neighborhood symmetry of 5-order)	2D
InformationContent	ZMIC0	Z-modified information content index (neighborhood symmetry of 0-order)	2D
InformationContent	ZMIC1	Z-modified information content index (neighborhood symmetry of 1-order)	2D
InformationContent	ZMIC2	Z-modified information content index (neighborhood symmetry of 2-order)	2D
InformationContent	ZMIC3	Z-modified information content index (neighborhood symmetry of 3-order)	2D
InformationContent	ZMIC4	Z-modified information content index (neighborhood symmetry of 4-order)	2D
InformationContent	ZMIC5	Z-modified information content index (neighborhood symmetry of 5-order)	2D
KappaShapeIndices	Kier1	First kappa shape index 	2D
KappaShapeIndices	Kier2	Second kappa shape index 	2D
KappaShapeIndices	Kier3	Third kappa (?) shape index 	2D
LargestChain	nAtomLC	Number of atoms in the largest chain	2D
LargestPiSystem	nAtomP	Number of atoms in the largest pi system	2D
LongestAliphaticChain	nAtomLAC	Number of atoms in the longest aliphatic chain	2D
MannholdLogP	MLogP	Mannhold LogP	2D
McGowanVolume	McGowan_Volume	McGowan characteristic volume	2D
MDE	MDEC-11	Molecular distance edge between all primary carbons	2D
MDE	MDEC-12	Molecular distance edge between all primary and secondary carbons	2D
MDE	MDEC-13	Molecular distance edge between all primary and tertiary carbons	2D
MDE	MDEC-14	Molecular distance edge between all primary and quaternary carbons 	2D
MDE	MDEC-22	Molecular distance edge between all secondary carbons 	2D
MDE	MDEC-23	Molecular distance edge between all secondary and tertiary carbons	2D
MDE	MDEC-24	Molecular distance edge between all secondary and quaternary carbons 	2D
MDE	MDEC-33	Molecular distance edge between all tertiary carbons	2D
MDE	MDEC-34	Molecular distance edge between all tertiary and quaternary carbons 	2D
MDE	MDEC-44	Molecular distance edge between all quaternary carbons 	2D
MDE	MDEO-11	Molecular distance edge between all primary oxygens 	2D
MDE	MDEO-12	Molecular distance edge between all primary and secondary oxygens 	2D
MDE	MDEO-22	Molecular distance edge between all secondary oxygens 	2D
MDE	MDEN-11	Molecular distance edge between all primary nitrogens	2D
MDE	MDEN-12	Molecular distance edge between all primary and secondary nitrogens 	2D
MDE	MDEN-13	Molecular distance edge between all primary and tertiary niroqens 	2D
MDE	MDEN-22	Molecular distance edge between all secondary nitroqens 	2D
MDE	MDEN-23	Molecular distance edge between all secondary and tertiary nitrogens 	2D
MDE	MDEN-33	Molecular distance edge between all tertiary nitrogens	2D
MLFER	MLFER_A	Overall or summation solute hydrogen bond acidity	2D
MLFER	MLFER_BH	Overall or summation solute hydrogen bond basicity	2D
MLFER	MLFER_BO	Overall or summation solute hydrogen bond basicity	2D
MLFER	MLFER_S	Combined dipolarity/polarizability	2D
MLFER	MLFER_E	Excessive molar refraction	2D
MLFER	MLFER_L	Solute gas-hexadecane partition coefficient	2D
PathCount	MPC2	Molecular path count of order 2	2D
PathCount	MPC3	Molecular path count of order 3	2D
PathCount	MPC4	Molecular path count of order 4	2D
PathCount	MPC5	Molecular path count of order 5	2D
PathCount	MPC6	Molecular path count of order 6	2D
PathCount	MPC7	Molecular path count of order 7	2D
PathCount	MPC8	Molecular path count of order 8	2D
PathCount	MPC9	Molecular path count of order 9	2D
PathCount	MPC10	Molecular path count of order 10	2D
PathCount	TPC	Total path count (up to order 10)	2D
PathCount	piPC1	Conventional bond order ID number of order 1 (ln(1+x)	2D
PathCount	piPC2	Conventional bond order ID number of order 2 (ln(1+x)	2D
PathCount	piPC3	Conventional bond order ID number of order 3 (ln(1+x)	2D
PathCount	piPC4	Conventional bond order ID number of order 4 (ln(1+x)	2D
PathCount	piPC5	Conventional bond order ID number of order 5 (ln(1+x)	2D
PathCount	piPC6	Conventional bond order ID number of order 6 (ln(1+x)	2D
PathCount	piPC7	Conventional bond order ID number of order 7 (ln(1+x)	2D
PathCount	piPC8	Conventional bond order ID number of order 8 (ln(1+x)	2D
PathCount	piPC9	Conventional bond order ID number of order 9 (ln(1+x)	2D
PathCount	piPC10	Conventional bond order ID number of order 10 (ln(1+x)	2D
PathCount	TpiPC	Total conventional bond order (up to order 10) (ln(1+x))	2D
PathCount	R_TpiPCTPC	Ratio of total conventional bond order (up to order 10) with total path count (up to order 10)	2D
PetitjeanNumber	PetitjeanNumber	Petitjean number	2D
RingCount	nRing	Number of rings	2D
RingCount	n3Ring	Number of 3-membered rings	2D
RingCount	n4Ring	Number of 4-membered rings	2D
RingCount	n5Ring	Number of 5-membered rings	2D
RingCount	n6Ring	Number of 6-membered rings	2D
RingCount	n7Ring	Number of 7-membered rings	2D
RingCount	n8Ring	Number of 8-membered rings	2D
RingCount	n9Ring	Number of 9-membered rings	2D
RingCount	n10Ring	Number of 10-membered rings	2D
RingCount	n11Ring	Number of 11-membered rings	2D
RingCount	n12Ring	Number of 12-membered rings	2D
RingCount	nG12Ring	Number of >12-membered rings	2D
RingCount	nFRing	Number of fused rings	2D
RingCount	nF4Ring	Number of 4-membered fused rings	2D
RingCount	nF5Ring	Number of 5-membered fused rings	2D
RingCount	nF6Ring	Number of 6-membered fused rings	2D
RingCount	nF7Ring	Number of 7-membered fused rings	2D
RingCount	nF8Ring	Number of 8-membered fused rings	2D
RingCount	nF9Ring	Number of 9-membered fused rings	2D
RingCount	nF10Ring	Number of 10-membered fused rings	2D
RingCount	nF11Ring	Number of 11-membered fused rings	2D
RingCount	nF12Ring	Number of 12-membered fused rings	2D
RingCount	nFG12Ring	Number of >12-membered fused rings	2D
RingCount	nTRing	Number of rings (includes counts from fused rings)	2D
RingCount	nT4Ring	Number of 4-membered rings (includes counts from fused rings)	2D
RingCount	nT5Ring	Number of 5-membered rings (includes counts from fused rings)	2D
RingCount	nT6Ring	Number of 6-membered rings (includes counts from fused rings)	2D
RingCount	nT7Ring	Number of 7-membered rings (includes counts from fused rings)	2D
RingCount	nT8Ring	Number of 8-membered rings (includes counts from fused rings)	2D
RingCount	nT9Ring	Number of 9-membered rings (includes counts from fused rings)	2D
RingCount	nT10Ring	Number of 10-membered rings (includes counts from fused rings)	2D
RingCount	nT11Ring	Number of 11-membered rings (includes counts from fused rings)	2D
RingCount	nT12Ring	Number of 12-membered rings (includes counts from fused rings)	2D
RingCount	nTG12Ring	Number of >12-membered rings (includes counts from fused rings)	2D
RingCount	nHeteroRing	Number of rings containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	n3HeteroRing	Number of 3-membered rings containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	n4HeteroRing	Number of 4-membered rings containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	n5HeteroRing	Number of 5-membered rings containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	n6HeteroRing	Number of 6-membered rings containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	n7HeteroRing	Number of 7-membered rings containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	n8HeteroRing	Number of 8-membered rings containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	n9HeteroRing	Number of 9-membered rings containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	n10HeteroRing	Number of 10-membered rings containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	n11HeteroRing	Number of 11-membered rings containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	n12HeteroRing	Number of 12-membered rings containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	nG12HeteroRing	Number of >12-membered rings containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	nFHeteroRing	Number of fused rings containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	nF4HeteroRing	Number of 4-membered fused rings containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	nF5HeteroRing	Number of 5-membered fused rings containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	nF6HeteroRing	Number of 6-membered fused rings containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	nF7HeteroRing	Number of 7-membered fused rings containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	nF8HeteroRing	Number of 8-membered fused rings containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	nF9HeteroRing	Number of 9-membered fused rings containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	nF10HeteroRing	Number of 10-membered fused rings containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	nF11HeteroRing	Number of 11-membered fused rings containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	nF12HeteroRing	Number of 12-membered fused rings containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	nFG12HeteroRing	Number of >12-membered fused rings containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	nTHeteroRing	Number of rings (includes counts from fused rings) containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	nT4HeteroRing	Number of 4-membered rings (includes counts from fused rings) containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	nT5HeteroRing	Number of 5-membered rings (includes counts from fused rings) containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	nT6HeteroRing	Number of 6-membered rings (includes counts from fused rings) containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	nT7HeteroRing	Number of 7-membered rings (includes counts from fused rings) containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	nT8HeteroRing	Number of 8-membered rings (includes counts from fused rings) containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	nT9HeteroRing	Number of 9-membered rings (includes counts from fused rings) containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	nT10HeteroRing	Number of 10-membered rings (includes counts from fused rings) containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	nT11HeteroRing	Number of 11-membered rings (includes counts from fused rings) containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	nT12HeteroRing	Number of 12-membered rings (includes counts from fused rings) containing heteroatoms (N, O, P, S, or halogens)	2D
RingCount	nTG12HeteroRing	Number of >12-membered rings (includes counts from fused rings) containing heteroatoms (N, O, P, S, or halogens)	2D
RotatableBondsCount	nRotB	Number of rotatable bonds, excluding terminal bonds	2D
RotatableBondsCount	RotBFrac	Fraction of rotatable bonds, excluding terminal bonds	2D
RotatableBondsCount	nRotBt	Number of rotatable bonds, including terminal bonds	2D
RotatableBondsCount	RotBtFrac	Fraction of rotatable bonds, including terminal bonds	2D
RuleOfFive	LipinskiFailures	Number failures of the Lipinski's Rule Of 5	2D
Topological	topoRadius	Topological radius (minimum atom eccentricity)	2D
Topological	topoDiameter	Topological diameter (maximum atom eccentricity)	2D
Topological	topoShape	Petitjean topological shape index 	2D
TopologicalCharge	GGI1	Topological charge index of order 1	2D
TopologicalCharge	GGI2	Topological charge index of order 2	2D
TopologicalCharge	GGI3	Topological charge index of order 3	2D
TopologicalCharge	GGI4	Topological charge index of order 4	2D
TopologicalCharge	GGI5	Topological charge index of order 5	2D
TopologicalCharge	GGI6	Topological charge index of order 6	2D
TopologicalCharge	GGI7	Topological charge index of order 7	2D
TopologicalCharge	GGI8	Topological charge index of order 8	2D
TopologicalCharge	GGI9	Topological charge index of order 9	2D
TopologicalCharge	GGI10	Topological charge index of order 10	2D
TopologicalCharge	JGI1	Mean topological charge index of order 1	2D
TopologicalCharge	JGI2	Mean topological charge index of order 2	2D
TopologicalCharge	JGI3	Mean topological charge index of order 3	2D
TopologicalCharge	JGI4	Mean topological charge index of order 4	2D
TopologicalCharge	JGI5	Mean topological charge index of order 5	2D
TopologicalCharge	JGI6	Mean topological charge index of order 6	2D
TopologicalCharge	JGI7	Mean topological charge index of order 7	2D
TopologicalCharge	JGI8	Mean topological charge index of order 8	2D
TopologicalCharge	JGI9	Mean topological charge index of order 9	2D
TopologicalCharge	JGI10	Mean topological charge index of order 10	2D
TopologicalCharge	JGT	Global topological charge index	2D
TopologicalDistanceMatrix	SpMax_D	Leading eigenvalue from topological distance matrix	2D
TopologicalDistanceMatrix	SpDiam_D	Spectral diameter from topological distance matrix	2D
TopologicalDistanceMatrix	SpAD_D	Spectral absolute deviation from topological distance matrix	2D
TopologicalDistanceMatrix	SpMAD_D	Spectral mean absolute deviation from topological distance matrix	2D
TopologicalDistanceMatrix	EE_D	Estrada-like index from topological distance matrix	2D
TopologicalDistanceMatrix	VE1_D	Coefficient sum of the last eigenvector from topological distance matrix	2D
TopologicalDistanceMatrix	VE2_D	Average coefficient sum of the last eigenvector from topological distance matrix	2D
TopologicalDistanceMatrix	VE3_D	Logarithmic coefficient sum of the last eigenvector from topological distance matrix	2D
TopologicalDistanceMatrix	VR1_D	Randic-like eigenvector-based index from topological distance matrix	2D
TopologicalDistanceMatrix	VR2_D	Normalized Randic-like eigenvector-based index from topological distance matrix	2D
TopologicalDistanceMatrix	VR3_D	Logarithmic Randic-like eigenvector-based index from topological distance matrix	2D
TPSA	TopoPSA	Topological polar surface area	2D
VABC	VABC	Van der Waals volume calculated using the method proposed in [Zhao, Yuan H. and Abraham, Michael H. and Zissimos, Andreas M., Fast Calculation of van der Waals Volume as a Sum of Atomic and Bond Contributions and Its Application to Drug Compounds, The Journal of Organic Chemistry, 2003, 68:7368-7373]	2D
VAdjMa	VAdjMat	Vertex adjacency information (magnitude)	2D
WalkCount	MWC2	Molecular walk count of order 2 (ln(1+x)	2D
WalkCount	MWC3	Molecular walk count of order 3 (ln(1+x)	2D
WalkCount	MWC4	Molecular walk count of order 4 (ln(1+x)	2D
WalkCount	MWC5	Molecular walk count of order 5 (ln(1+x)	2D
WalkCount	MWC6	Molecular walk count of order 6 (ln(1+x)	2D
WalkCount	MWC7	Molecular walk count of order 7 (ln(1+x)	2D
WalkCount	MWC8	Molecular walk count of order 8 (ln(1+x)	2D
WalkCount	MWC9	Molecular walk count of order 9 (ln(1+x)	2D
WalkCount	MWC10	Molecular walk count of order 10 (ln(1+x)	2D
WalkCount	TWC	Total walk count (up to order 10)	2D
WalkCount	SRW2	Self-returning walk count of order 2 (ln(1+x)	2D
WalkCount	SRW3	Self-returning walk count of order 3 (ln(1+x)	2D
WalkCount	SRW4	Self-returning walk count of order 4 (ln(1+x)	2D
WalkCount	SRW5	Self-returning walk count of order 5 (ln(1+x)	2D
WalkCount	SRW6	Self-returning walk count of order 6 (ln(1+x)	2D
WalkCount	SRW7	Self-returning walk count of order 7 (ln(1+x)	2D
WalkCount	SRW8	Self-returning walk count of order 8 (ln(1+x)	2D
WalkCount	SRW9	Self-returning walk count of order 9 (ln(1+x)	2D
WalkCount	SRW10	Self-returning walk count of order 10 (ln(1+x)	2D
WalkCount	TSRW	Total self-return walk count (up to order 10) (ln(1+x))	2D
Weight	MW	Molecular weight	2D
Weight	AMW	Average molecular weight (Molecular weight / Total number of atoms)	2D
WeightedPath	WTPT-1	Molecular ID	2D
WeightedPath	WTPT-2	Molecular ID / number of atoms	2D
WeightedPath	WTPT-3	Sum of path lengths starting from heteroatoms	2D
WeightedPath	WTPT-4	Sum of path lengths starting from oxygens	2D
WeightedPath	WTPT-5	Sum of path lengths starting from nitrogens	2D
WienerNumbers	WPATH	Weiner path number 	2D
WienerNumbers	WPOL	Weiner polarity number 	2D
XLogP	XLogP	XLogP	2D
ZagrebIndex	Zagreb	Sum of the squares of atom degree over all heavy atoms i	2D
Autocorrelation3D	TDB1u	3D topological distance based autocorrelation - lag 1 / unweighted	3D
Autocorrelation3D	TDB2u	3D topological distance based autocorrelation - lag 2 / unweighted	3D
Autocorrelation3D	TDB3u	3D topological distance based autocorrelation - lag 3 / unweighted	3D
Autocorrelation3D	TDB4u	3D topological distance based autocorrelation - lag 4 / unweighted	3D
Autocorrelation3D	TDB5u	3D topological distance based autocorrelation - lag 5 / unweighted	3D
Autocorrelation3D	TDB6u	3D topological distance based autocorrelation - lag 6 / unweighted	3D
Autocorrelation3D	TDB7u	3D topological distance based autocorrelation - lag 7 / unweighted	3D
Autocorrelation3D	TDB8u	3D topological distance based autocorrelation - lag 8 / unweighted	3D
Autocorrelation3D	TDB9u	3D topological distance based autocorrelation - lag 9 / unweighted	3D
Autocorrelation3D	TDB10u	3D topological distance based autocorrelation - lag 10 / unweighted	3D
Autocorrelation3D	TDB1m	3D topological distance based autocorrelation - lag 1 / weighted by mass	3D
Autocorrelation3D	TDB2m	3D topological distance based autocorrelation - lag 2 / weighted by mass	3D
Autocorrelation3D	TDB3m	3D topological distance based autocorrelation - lag 3 / weighted by mass	3D
Autocorrelation3D	TDB4m	3D topological distance based autocorrelation - lag 4 / weighted by mass	3D
Autocorrelation3D	TDB5m	3D topological distance based autocorrelation - lag 5 / weighted by mass	3D
Autocorrelation3D	TDB6m	3D topological distance based autocorrelation - lag 6 / weighted by mass	3D
Autocorrelation3D	TDB7m	3D topological distance based autocorrelation - lag 7 / weighted by mass	3D
Autocorrelation3D	TDB8m	3D topological distance based autocorrelation - lag 8 / weighted by mass	3D
Autocorrelation3D	TDB9m	3D topological distance based autocorrelation - lag 9 / weighted by mass	3D
Autocorrelation3D	TDB10m	3D topological distance based autocorrelation - lag 10 / weighted by mass	3D
Autocorrelation3D	TDB1v	3D topological distance based autocorrelation - lag 1 / weighted by van der Waals volumes	3D
Autocorrelation3D	TDB2v	3D topological distance based autocorrelation - lag 2 / weighted by van der Waals volumes	3D
Autocorrelation3D	TDB3v	3D topological distance based autocorrelation - lag 3 / weighted by van der Waals volumes	3D
Autocorrelation3D	TDB4v	3D topological distance based autocorrelation - lag 4 / weighted by van der Waals volumes	3D
Autocorrelation3D	TDB5v	3D topological distance based autocorrelation - lag 5 / weighted by van der Waals volumes	3D
Autocorrelation3D	TDB6v	3D topological distance based autocorrelation - lag 6 / weighted by van der Waals volumes	3D
Autocorrelation3D	TDB7v	3D topological distance based autocorrelation - lag 7 / weighted by van der Waals volumes	3D
Autocorrelation3D	TDB8v	3D topological distance based autocorrelation - lag 8 / weighted by van der Waals volumes	3D
Autocorrelation3D	TDB9v	3D topological distance based autocorrelation - lag 9 / weighted by van der Waals volumes	3D
Autocorrelation3D	TDB10v	3D topological distance based autocorrelation - lag 10 / weighted by van der Waals volumes	3D
Autocorrelation3D	TDB1e	3D topological distance based autocorrelation - lag 1 / weighted by Sanderson electronegativities	3D
Autocorrelation3D	TDB2e	3D topological distance based autocorrelation - lag 2 / weighted by Sanderson electronegativities	3D
Autocorrelation3D	TDB3e	3D topological distance based autocorrelation - lag 3 / weighted by Sanderson electronegativities	3D
Autocorrelation3D	TDB4e	3D topological distance based autocorrelation - lag 4 / weighted by Sanderson electronegativities	3D
Autocorrelation3D	TDB5e	3D topological distance based autocorrelation - lag 5 / weighted by Sanderson electronegativities	3D
Autocorrelation3D	TDB6e	3D topological distance based autocorrelation - lag 6 / weighted by Sanderson electronegativities	3D
Autocorrelation3D	TDB7e	3D topological distance based autocorrelation - lag 7 / weighted by Sanderson electronegativities	3D
Autocorrelation3D	TDB8e	3D topological distance based autocorrelation - lag 8 / weighted by Sanderson electronegativities	3D
Autocorrelation3D	TDB9e	3D topological distance based autocorrelation - lag 9 / weighted by Sanderson electronegativities	3D
Autocorrelation3D	TDB10e	3D topological distance based autocorrelation - lag 10 / weighted by Sanderson electronegativities	3D
Autocorrelation3D	TDB1p	3D topological distance based autocorrelation - lag 1 / weighted by polarizabilities	3D
Autocorrelation3D	TDB2p	3D topological distance based autocorrelation - lag 2 / weighted by polarizabilities	3D
Autocorrelation3D	TDB3p	3D topological distance based autocorrelation - lag 3 / weighted by polarizabilities	3D
Autocorrelation3D	TDB4p	3D topological distance based autocorrelation - lag 4 / weighted by polarizabilities	3D
Autocorrelation3D	TDB5p	3D topological distance based autocorrelation - lag 5 / weighted by polarizabilities	3D
Autocorrelation3D	TDB6p	3D topological distance based autocorrelation - lag 6 / weighted by polarizabilities	3D
Autocorrelation3D	TDB7p	3D topological distance based autocorrelation - lag 7 / weighted by polarizabilities	3D
Autocorrelation3D	TDB8p	3D topological distance based autocorrelation - lag 8 / weighted by polarizabilities	3D
Autocorrelation3D	TDB9p	3D topological distance based autocorrelation - lag 9 / weighted by polarizabilities	3D
Autocorrelation3D	TDB10p	3D topological distance based autocorrelation - lag 10 / weighted by polarizabilities	3D
Autocorrelation3D	TDB1i	3D topological distance based autocorrelation - lag 1 / weighted by first ionization potential	3D
Autocorrelation3D	TDB2i	3D topological distance based autocorrelation - lag 2 / weighted by first ionization potential	3D
Autocorrelation3D	TDB3i	3D topological distance based autocorrelation - lag 3 / weighted by first ionization potential	3D
Autocorrelation3D	TDB4i	3D topological distance based autocorrelation - lag 4 / weighted by first ionization potential	3D
Autocorrelation3D	TDB5i	3D topological distance based autocorrelation - lag 5 / weighted by first ionization potential	3D
Autocorrelation3D	TDB6i	3D topological distance based autocorrelation - lag 6 / weighted by first ionization potential	3D
Autocorrelation3D	TDB7i	3D topological distance based autocorrelation - lag 7 / weighted by first ionization potential	3D
Autocorrelation3D	TDB8i	3D topological distance based autocorrelation - lag 8 / weighted by first ionization potential	3D
Autocorrelation3D	TDB9i	3D topological distance based autocorrelation - lag 9 / weighted by first ionization potential	3D
Autocorrelation3D	TDB10i	3D topological distance based autocorrelation - lag 10 / weighted by first ionization potential	3D
Autocorrelation3D	TDB1s	3D topological distance based autocorrelation - lag 1 / weighted by I-state	3D
Autocorrelation3D	TDB2s	3D topological distance based autocorrelation - lag 2 / weighted by I-state	3D
Autocorrelation3D	TDB3s	3D topological distance based autocorrelation - lag 3 / weighted by I-state	3D
Autocorrelation3D	TDB4s	3D topological distance based autocorrelation - lag 4 / weighted by I-state	3D
Autocorrelation3D	TDB5s	3D topological distance based autocorrelation - lag 5 / weighted by I-state	3D
Autocorrelation3D	TDB6s	3D topological distance based autocorrelation - lag 6 / weighted by I-state	3D
Autocorrelation3D	TDB7s	3D topological distance based autocorrelation - lag 7 / weighted by I-state	3D
Autocorrelation3D	TDB8s	3D topological distance based autocorrelation - lag 8 / weighted by I-state	3D
Autocorrelation3D	TDB9s	3D topological distance based autocorrelation - lag 9 / weighted by I-state	3D
